spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0503_2x_134.csv
limit_error:	6.5	2020-03-25
noise_limit:	2060000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1460.527144	6	49577702077.39	RNA+2DEPC+H2O-CO	-3.5	0.04	C261H330N102O192P26	359.0
1445.186968	6	1236589190.2526035	RNA+2DEPC+H2O-CO-2Eth	1.38	0.02	C257H318N102O190P26	7.3
1422.679616	6	87416088.27290992	RNA+2DEPC+H2O-CO-2Eth-A	2.62	0.06	C252H313N97O190P26	0.8
1426.678804	6	45125088.76626925	RNA+2DEPC+H2O-CO-2Eth-C	0.73	0.17	C253H313N99O189P26	1.2
1420.009832	6	316942612.06	RNA+2DEPC+H2O-CO-2Eth-G	-0.17	0.04	C252H313N97O189P26	2.3
1417.010163	6	62775236.040654905	RNA+2DEPC+H2O-CO-2Eth-G-H2O	1.31	0.09	C252H311N97O188P26	0.7
1442.18956	6	124911300.48291142	RNA+2DEPC+H2O-CO-2Eth-H2O	4.4	0.06	C257H316N102O189P26	1.1
1438.020433	6	1109814023.2786047	RNA+2DEPC+H2O-CO-A	-1.91	0.03	C256H325N97O192P26	7.3
1442.023297	6	174541684.6520488	RNA+2DEPC+H2O-CO-C	-1.22	0.07	C257H325N99O191P26	1.7
1439.019682	6	75604002.05923638	RNA+2DEPC+H2O-CO-C-H2O	-2.51	0.15	C257H323N99O190P26	1.6
1452.860343	6	19624622984.869957	RNA+2DEPC+H2O-CO-Eth	1.19	0.03	C259H324N102O191P26	128.6
1430.351818	6	792527022.9868788	RNA+2DEPC+H2O-CO-Eth-A	1.6	0.03	C254H319N97O191P26	5.2
1431.353969	6	55815204.121307015	RNA+2DEPC+H2O-CO-Eth-C-H2O	3.02	0.41	C255H317N99O189P26	16.3
1427.687164	6	2328656489.3191986	RNA+2DEPC+H2O-CO-Eth-G	2.42	0.03	C254H319N97O190P26	15.3
1424.683788	6	143653761.7967713	RNA+2DEPC+H2O-CO-Eth-G-H2O	1.29	0.09	C254H317N97O189P26	1.7
1449.861677	6	548887000.7195765	RNA+2DEPC+H2O-CO-Eth-H2O	3.32	0.06	C259H322N102O190P26	4.9
1435.355885	6	2393198939.13	RNA+2DEPC+H2O-CO-G	-1.03	0.04	C256H325N97O191P26	17.3
1432.356902	6	283364088.1060226	RNA+2DEPC+H2O-CO-G-H2O	0.91	0.07	C256H323N97O190P26	2.8
1457.530487	6	918214391.288653	RNA+2DEPC+H2O-CO-H2O	-0.01	0.02	C261H328N102O191P26	5.4
1450.197387	6	182754573.9887528	RNA+DEPC	3.16	0.13	C259H324N102O190P26	3.3
1448.529316	6	103013123.80665278	RNA+DEPC+H2O-CO	0.4	0.07	C258H326N102O190P26	1.0
1426.018909	6	27074827.1608814	RNA+DEPC+H2O-CO-A	-0.52	0.37	C253H321N97O190P26	5.3
